label	text_a
0	美国只能挂载多少枚导弹？
0	前苏联T-72坦克采用的是哪款发动机？
1	针对车臣武装分子的作战特点研究出“游戏木马”的坦克防御战术的国家为参加“和平使命-2014”演习向中国派出了哪个摩托化步兵旅？
0	由伊朗国防工业自主研制并服役了两艇的轻型潜艇叫什么？
0	美国正在制定代号为“特洛伊木马”的新军事行动战略的核心是什么？
1	苏联第一款具备超视距空战能力的战斗机被改装成实施对地打击的战机后叫做什么？
0	巴西“圣保罗”号航母于何时退役？
0	洛克希德·马丁和波音公司联合推出了竞争型号YF22，不过在多年测试之后，美国空军最终在1991年选择了什么
1	“辽宁”舰所属国家的海军颁发的什么文件是编队航行的条令？
1	五角大楼库存清单中最大的常规炸弹之一，也是美国最大的非核武器之一多少钱一枚？
0	歼20最大的优点是什么？
1	美国空军现役唯一一种负责提供对地面部队的密集支援任务的战机它的主要武器是什么？
1	与号称“精度天下第一”的奥地利TPG-1狙击步枪相比也毫不逊色的俄罗斯高精度狙击步枪在在300米能散布范围是多少？
0	圣安东尼奥级是美国海军新一代的两栖船坞登陆舰，其主要负责什么任务呢？
0	IRIS-T导弹的最大打击范围可达多少千米？
0	我国研制的第二款五代隐身战机是哪款战机？
0	“提康德罗加”级巡洋舰 “蒙特利”号 提康德罗加级巡洋舰，其主要任务是什么？
0	美国出动的伯克级驱逐舰“杰森•邓汉姆”号负责在哪个水域游弋？
0	有哪两个军对在格鲁吉亚进行过军事演习？
0	哪三家飞机在10年内也不可能将空军所有单位都替换一遍？
0	伊400大型潜艇最大优势是什么？
0	美国公布的最新型的“坦克杀手”是什么？
0	世界上第一艘专门完全设计、专门建造的现代意义上的航空母舰是？
0	2018年波兰采购了700门什么型号的迫击炮？
0	当今的反坦克火箭筒主要用于哪方面？
0	香港“反民派”用哪“三反”来对抗中央？
0	红箭-8采用了什么制导方式？
0	红箭-8全长多少？
0	第二代国产激光制导炸弹是什么型号的？
0	九五型鱼雷的射程是多少？
1	美国波音公司为美海军研制的最新一代多用途反潜飞机在海上侦察、巡逻方面的什么能力是无人机无法取代的？
0	全燃动力的2型4艘直升机驱逐舰航速均在多少节以上？
0	HMMWV“悍威”的最大时速是多少？
0	1943年美国哪艘战舰使用VT引信炮弹击落日本轰炸机？
0	海神导弹射程多少？
0	海神导弹射程的长度多少？
0	“海马斯”火箭炮系统的最大射程是多远？
1	已经成功搭载我军最新型号的中程PL-15空对空导弹的战机大改型是什么？
0	斯柯达Ｈ系列轻型野战榴弹炮最大特点是什么？
1	以液体燃料作为能源，并拥有惯性导航系统的地对地导弹能携带多重的弹头？
0	中国海军081型扫雷舰最大排水量为？
0	在2017年9月举行的叙利亚问题阿斯塔纳会谈上，俄罗斯、土耳其和伊朗达成一致后，做出了什么举动？
0	AGM-84K增强型防区外对地攻击导弹 是对什么导弹系统的一个翻新和升级？
0	美国陆军唯一的主战坦克制造商是哪个？
0	柯尔特公司与各承包商在第一次世界大战期间共生产了四十五万支什么型号的手枪？
1	美国第三代或第三代半战斗机，也是世界上最成功的战斗机之一的战机飞行速度是多少？
0	东风21号和东风21号甲导弹采用的半挂拖车具有哪些优点？
1	为巴基斯坦陆军研发的85-ⅡAP坦克的国家的装甲兵的主力坦克是什么？
1	伯莱塔公司最具代表性的手枪发射的是什么子弹？
0	“陆地巡洋舰”，车长多少米？
0	巴布尔-1 (B)巡航导弹的射程是多少公里？
0	1987年沙特决定以现金支付的方式从我国订购了哪款导弹？
0	联合国环境规划署对绿色经济的定义是？
1	我国新一代运载火箭中唯一一型固体型号的运载火箭的最大优势是什么?
1	给台湾研制“雄风3”技术援助的国家的国务院批准对台出售多少辆M1A2坦克？
0	001A型航母搭载的是哪种舰载机？
0	1月21日造成在阿布哈茲翻入40米深峡谷造成车内3名俄军人死亡的装甲运兵车是什么型号？
0	中国自主建设、独立运行的卫星导航系统叫什么名字？
0	FBCB2项目的重点是什么？
0	美国从太平洋北部海域的“伊利湖”号巡洋舰上发射的哪个型号导弹成功击中了失去控制的间谍卫星“美国193？
0	伊朗除了将“霍尔达德-3”部署至阿巴斯基地外还将采购自美国的什么导弹部署到了贾斯克地区？
0	4月2日美国陆军参谋长米利对国会议员表示了什么？
0	安东尼奥猪木在参加朝鲜建国70周年庆祝活动时，同李洙墉提议让朝房接受谁早日访朝？
0	第一代洲际导弹主要是指的哪些？
0	有哪些战机会加入福特级航母的战队？
0	022导弹艇采取了什么设计？
0	022导弹艇艇体采用什么材料制造？
0	对于菲律宾制作的有关南海问题的名为《自由》的纪录片，中国外交部是什么态度？
0	英国“皇家方舟”号航母（舷号:R-07)的航速是多少节？
0	鹰击-12的通用化证明了什么？
0	鹰击-12有多长？
0	黄石舰的最大航程是多少？
0	第一次布干维尔海空战美军第38特混舰队取得什么战果？
1	世界上第一款可以使用的导弹使用的什么发动机？
0	“镇海火箭弹”可装载多少枚2.75英寸（70毫米）火箭弹？
0	“宇宙神5”型运载火箭使用的是什么发动机？
0	我国的67式木柄手榴弹是在哪款手榴弹的基础上改造的产品？
0	美国洛克希德公司研发的U-2侦察机飞行高度能达到多少？
0	A-10雷电Ⅱ主要负责什么？
0	日本的38式步枪全枪长是多少？
0	日本三八式步枪的前身是什么？
0	6月5日以沙特为首的海合会多国为什么要与卡塔尔断交？
0	二战期间，美国共建造了多少艘航空母舰？
0	Mk81 - 标称重量是多少？
1	T-72B4主战坦克采用的是什么型号的发动机？
1	坦克歼击车是按照哪些性能顺序设计的？
0	F22战机的时速是多少千米？
0	战斧导弹起飞重量为多少吨？
0	战斧导弹由主燃油箱和发动机舱段组成的通用模块段长度为多少？
0	054A型护卫舰5号舰续航力是多少？
0	Bf.109E配备两挺什么机炮？
0	我国PLZ05型自行火炮系统的射程是多少？
1	在解放战争的时候，我军大部分高级军官使用的左轮手枪使用的是哪种口径的子弹？
0	中俄两国边境首座公路桥是什么桥？
0	M1917型重机枪的射速？
0	代理国防部长沙纳汉派遣1000名美军人员到中东地区的用意是什么？
1	苏联首次击落美国侦察机的传奇式的防空导弹在中国的改进型号被称为什么？
0	039型潜艇主要用于？
0	039型潜艇主要型舰的第一艘舷号？
0	雅克-3的时速是多少？
0	那艘巡洋舰作为美国海军作战力量的主力王牌？
0	英国司登冲锋枪有效射程可达多少米？
0	F-16升级以后，具备中距作战能力，可以发射什么导弹？
0	“加贺”号标准排水时多少吨？
0	德军组建的哪只部队是近代特种部队的雏形？
0	高分九号卫星是哪款火箭送入空的？
0	T-72主战坦克是哪一年开始研制的？
1	“新墨西哥”级战列舰的三号舰使用什么动力系统？
0	“地平线”级共通护卫舰的满载排水量是多少吨?
0	抗美援朝战争爆发后，为了掩护后方运输线，新中国从苏联进口了什么？
1	在内利斯空军基地的苏联运输直升机能够在不着陆的情况下持续飞行多久？
0	PL66式152mm加榴炮是仿制前苏联什么型号的加榴炮？
1	研制12式陆基反舰导弹的国家的哪种岸舰导弹被认为可以用来“拒止”中国海军舰艇突破第一岛链？
0	“马金岛”号用什么推进系统替换了传统的蒸汽涡轮系统？
0	“马金岛”满载排水量达多少吨？
0	“红箭”-12导弹射程达到多少米？
1	Kh-38空地导弹系列中为“格洛纳斯”卫星制导的导弹，该导弹长多少呢？
0	新中国成立之初，中共中央和中央军委对中国人民解放军实施整编。主要是撤销了哪些军队？
0	PGU-13/B高爆燃烧弹采用了什么弹芯？
0	法国的美洲虎级驱逐舰标准排水量可以达到多少？
0	歼-10C较歼-10B更为先进的地方是哪里？
1	如今采用全球首创的“自适应超低空巡航”技术，飞行高度世界最低的导弹已装备在哪些主要舰艇上？
0	俄军BMD-2空降战车长宽高是多少？
0	M82机枪有哪几种衍生型？
0	P90冲锋枪全枪长多少厘米？
0	M1A1坦克是谁的升级型号？
0	台湾准备向美国购买多少M1A1坦克？
1	中国航空工业研发和制造轰炸机、大型运输机等大飞机实力最强的公司，其在2014年秘密研发了什么飞机？
0	苏联制造的被赋予“白天鹅”美称的变后掠翼重型超音速战略轰炸机是？
0	本月14日，美、英、法三国以什么的借口，向叙利亚境内的三处目标发射了100余枚巡航导弹？
0	中国空军的初教-6教练机从设计到原型机首飞用了多久？
0	自1957年苏联发射第一颗人造地球卫星宣布人类正式迈入太空探索时代后，几十年过去了，世界各国总共进行了4000次航天运载火箭发射，给什么带来了作用？
1	清政府主力战舰的标准排水量是多少吨？
0	鹰击-18反舰导弹该导弹的巡航飞行速度有多少倍音速？
0	朝鲜的半伪装型预设阵地可以轻易被美国什么武器识别？
1	与AH-64“阿帕奇”武装直升机配套的轻型侦察直升机都有哪些特点？
0	俄罗斯9A-91突击步枪的载弹量是多少？
0	81式自动步枪于哪一年设计定型？
1	世界上继俄罗斯和美国之后第三个能够独立展开载人航天活动的国家，在2004年成功研制出多少吨的推力电动振动台？
1	有“世界战斗机”之称的战机的发动机是什么？
1	冷战时期被苏联相中，发展为一个庞大的反坦克火箭筒家族，其中最杰出的代表火箭筒有哪些特点？
0	，据记载，世界上飞行速度最快的飞机是哪个？
1	Fakour-90是伊朗国防工业的重要项目以弥补谷歌公司的所属国哪个导弹的消耗？
0	美国第一种安装涡扇发动机的舰载反潜机的名字是什么？
0	093B型攻击核潜艇最核心的作战任务是什么？
0	093B型采用什么样式的声纳？
1	以和平利用核能为名，大力开展核聚变研究、快中子增殖研究的国家，其参议院于19日凌晨强行表决通过了哪项法案？
0	代号为什么的多国维和军演15日在乌兰巴托武装力量训练中心拉开帷幕
0	KH-29系列空地导弹的射程是多少？
0	美国“激光盾计划”是由哪三大模块组成？
0	彩虹-4无人机采用怎样的设计？
0	彩虹-4无人机最大航程多少公里？
0	97式霰弹枪系列的主要形式包括哪三种形式？
1	设计ZLC 2000型空降步兵战车的国家的第二代履带步兵战车是什么？
0	AW50F最突出的特点是什么？
0	北大西洋公约组织成立签字仪式是哪一年？
1	由宾夕法尼亚州的牙医莱特尔提出来研制的炸弹，每架飞机可以携带多少？
0	萨姆-4防空导弹有效射高是多少米？
1	拥有六艘航母组成的世界第一舰队的国家，其在太平洋战场上最不容易被击落的轰炸机是？
1	被称为“平流层怪兽”的截击机航速可以达到每小时多少公里？
0	05式冲锋枪的容弹量是多少
1	最初是一款水冷式防空机枪，20世纪30年代开发出了其气冷型用于装备坦克的机枪，其采用什么闭锁结构？
0	见证哥伦比亚长达半个多世纪的国内冲突正式结束的地点是哪里
0	与弹头进气道、弹体两侧进气道相比，四角进气道的优势是？
0	瑞典斯德哥尔摩国际和平研究所的数据显示北京6年内向孟加拉国提供了多少武器装备？
1	日本人号称是世界最强的150吨级运输机的最大速度达到多少？
0	“维克兰特”号航母是哪一年批准建造的？
0	“维克兰特”号航母预计将于哪一年开始投入试航？
0	S400导弹对目标探测距离可以达到多少公里？
1	我国在上世纪70年代自行建造的第一款国产导弹驱逐舰排水量为吨？
1	当今世界上最知名的单兵防空导弹最大高度为多少m？
0	苏联列装的最后一款主战坦克是？
0	伯克级驱逐舰配备的是什么型号的垂直发射系统？
0	黎巴嫩总理萨阿德·哈里里把他远距离的辞职行为归咎于谁？
1	美军研制了通过滑翔来提高射程的迫击炮弹，而塞尔维亚制造的同等口径迫击炮炮管重量是多少？
0	726A型气垫登陆艇的满载排水量是多少？
0	SAS主要是执行什么任务？
0	SAS主要在“Nimrod”的行动中SAS突击队员使用了什么冲锋枪，使这款枪成为新时代打击恐怖主义和有组织犯罪的象征？
0	越南战争后美国首次派出哪艘航空母舰对于越南进行访问呢？
0	“佩科斯”号的军事参数是多少？
0	11月28-29日在阿斯塔纳举行叙利亚问题第11轮和谈反映出什么？
0	在网站发布威胁性声明，将对在尼跨国公司油气设施发起袭击破坏的是哪个组织？
0	中国人民解放军火箭军目前的装备有哪些？
0	温压弹的典型代表是什么?
0	M1028反坦克霰弹的有效射程为多少米？
1	可以说几乎是世界口径最大的狙击枪的最大射程是多少米？
1	世界上列装的最小口径突击步枪是根据哪个枪的基础改进而来的？
0	第二次世界大战中纳粹德国海军最广泛使用的是什么潜艇？
0	狙击步枪的定义是？
0	除大和号外，另一艘人类史上最大战列舰的舰体全长是多少？
0	84式侦察兵匕首 采用了什么造型？
0	1861年，中国开始了大规模引进西方的什么洋务运动？
0	2019年4月16日，驻蒙古大使邢海明会见了谁？
0	美国MK20Ⅱ石眼集束炸弹弹长多少米？
0	在二战结束前被研制出来，但没有在二战过程中留下什么足迹的坦克是？
1	一种破甲威力为300毫米，是“山中无大王猴子称大王”的典范的反坦克火箭筒，其重量是多少？
0	081型扫雷舰满载排水量为多少吨？
0	直20采用什么发动机？
0	直20将替代什么型直升机？
0	“红鲨鱼”是由什么组成的？
1	用于填补东风-15（500-700公里）和东风-21（1800-2700公里）导弹之间的射程间隙的导弹发射场最大的特点是？
0	“大鹰”号导弹艇隶属于日本哪个部队？
0	针对日本威胁拦截朝鲜导弹的做法， 朝方将会采取哪些措施？
0	自本月10日起，日本海上自卫队的准航母“出云号”与美国什么航母在中国南海举行联合演习？
0	苏联研发出的第一代武装直升机是什么型号？
0	标志着中苏两国之间的军事技术合作正式开始的两份协议是什么？
0	23-2系列航炮的射速是多少？
0	号称美国航母克星的中国新型武器叫什么？
0	“维克托”级，是苏联第二代核潜艇，艇身为泪滴型，水下排水量多少吨？
0	885M型艇排水量是多少？
1	上世纪70年代研制的射程为15公里，最大飞行速度为0.95马赫的导弹属于什么类型的导弹？
1	与第二次世界大战末期英国制造的流星式喷气战斗机(Gloster Meteor)齐名的战斗机的机身使用了怎么样的设计？
0	信浓号排水量多少？
1	俄罗斯新一代多管火箭炮系统一次可以齐射多少枚火箭弹？
0	我国自行研制的第一种高射机枪是什么？
1	目前美国海军的主力舰载机右发动机进气道侧面，半埋式挂架上安装了一枚什么型号的导弹？
0	C-17运输机的最大起飞重量是多少吨？
1	美军最先进的远程海上侦察和反潜机可用于战备部署的将超过多少架？
0	俄罗斯唯一配备地面基站的宽频无线电导航系统叫什么？
0	11月25日，因美国侦察机越过俄罗斯边境，俄罗斯派出了一架什么战机前去拦截？
1	在人民海军历史上访问国家最多、出访时间最长的一次远航访问任务中，在印度洋西部某海域航渡期间做了什么？
0	二战结束后至今，作为世界上最强大的海上力量，美国海军曾多次计划“复辟”什么武器？
0	B-1B轰炸机的机翼面积是多少平方米
1	1993年新护卫舰服役之后再没有建造过新的护卫舰的国家，在海空太2018博览会展示什么概念模型？
1	作为从火炮向近程防空导弹发展时期研制的野战防空系统于什么时间开始陆续装备于本州的陆上自卫队师团一级单位？
1	美国空军现役的唯一一种对地攻击机为什么能作为快速航空提取系统的载机？
0	2017年7月2日，我国什么型号的火箭发射出现异常，搭载卫星未能入轨？
0	意大利的“仙后座”级巡逻舰有多重？
0	“双航母”行动是美国对俄罗斯发出什么信号？
1	于1922年6月5日在佐世保海军工厂开工建造取名自北海道的河流夕张川的战舰的标准排水量是多少？
0	美空军多架F22隐形战机被派往卡塔尔哪个空军基地？
0	阿贺野级轻巡洋舰的吃水深度是？
0	新型轮式105毫米自行突击炮射速达每分钟多少发？
1	被称为希特勒电锯的机枪，其战斗射速高达多少？
0	基洛级潜艇有着极好的静音性能和水下战斗力被誉为什么？
1	世界上拥有导弹巡洋舰最多的国家1966年提出了什么计划开始着手发展搭配反潜护航驱逐舰执行反潜任务的有人轻型反潜直升机？
0	中国在新世纪研制的首款火箭助飞鱼雷是？
0	为了制裁俄罗斯“吞并”克里米亚，欧洲委员会议会大会做出了什么处罚？
1	研发了F-35“闪迪 II”型战斗机的国家研制的在阿富汗反恐战争中参加了实战的无人驾驶飞机最高飞行高度为多少米？
0	null 泰安TA4360（6×6）重型坦克运载车运载的是什么型号的榴弹炮？
0	除了MG151/20 20mm机炮的原版， Bf-110G2/R1战斗轰炸机上配备了哪个机炮？
1	加拿大向英国买的第四艘“支持者”级潜艇改进后叫什么呢？
0	特朗普政府宣布退出《跨太平洋伙伴关系协定》后美国国务卿蓬佩奥7月31日在“印太商业论坛”上宣布了什么？
1	海军上将埃里克·雷德尔提出建造的航空母舰，其首舰最高航速可以达多少节呢？
1	中国首艘万吨级的导弹驱逐舰的有哪些优势？
0	63式装甲输送车使用的是什么样的柴油机？
0	如果中国首脑不在日本大阪举行的20国集团会议上与他进行会谈，美国将会怎么样？
0	法国ASMP远程空地导弹的射程是多少公里？
0	055型驱逐舰可携带2架什么型号的直升机？
0	中国自主研制的星载铷原子钟正式上天服役是在哪一年？
0	今年2月11日，未经中国政府允许，擅自进入中国南沙群岛仁爱礁和美济礁邻近海域的是美国哪两支军舰？
0	1999年B-2隐形轰炸机首次执行作战任务参加了哪场战争？
1	2019年4月24日至25日进行了代号为“鳄鱼行动”的水上火炮演习的国家生产的M101式105毫米榴弹炮的最大射程是多少？
0	1980年三机部同国家进出口委员会、国防工办联合上报引进法国什么型号直升机制造技术的请示报告？
1	替代中国目前的超视距空空导弹——雷达制导的PL-12的由中国607所研制的空空导弹比美国部署时间晚了多少年？
0	M4卡宾枪的射速是多少？
0	M4卡宾枪有哪几种射击模式？
0	美国空军专门用来监视他国卫星的“超级间谍卫星”将在距离地球多少公里处运行？
1	苏联第一艘核动力航母与苏联正在建造的什么项目是实现红海军航母梦的所在？
0	美国当初以什么为由退出《中导条约》？
1	李·恩菲尔德No.1型的改进型全枪长多少米？
0	英国海军林仙级巡洋舰曙光女神号标准排水量为？
1	研制C–802AK中远距反舰导弹的国家依据国际法在日本附近的远海上进行相关的训练活动最近出现的最多的轰炸机是？
0	C-123最大飞行速度为多少千米每小时？
0	AG600将围绕哪些方面开展科研试飞？
0	UH-1N从什么时候开始在空军服役？
1	上世纪80年代后期作为外贸装备开始研制的自行火炮可以发射北约制式哪个型号的弹药？
0	“阿贺野”号轻巡洋舰，舰长多少？
0	“日向”级直升机航母的满载排水量是多少？
0	黑鹰直升机的最大起飞重量是多少？
0	1985年中国从美国进口了多少架黑鹰直升机？
0	马卡洛夫手枪的口径是多少？
0	2019年5月13日，驻缅甸使馆援助缅甸内政部什么设备？
1	第一次大规模运用战争的空地导弹是哪一年研制的？
0	辽宁舰的前身是什么？
1	发明首款喷气式战斗机的国家在美国轰炸柏林的时候出动多少架次战机进行拦截？
0	当日9时左右，日方确认至少有几艘中国海警船进入钓鱼岛12海里巡航？
1	2018年12月，世界上唯一能够在战争中对抗伊朗的军事力量发起什么行动，摧毁真主党在以色列境内挖掘的攻击隧道？
1	阿根廷向法国购买的20世纪60年代"军旗"IVM攻击机的改进型所配套的反舰导弹叫什么？
0	F-104“星战士”战斗机航空器最快飞行速度为多少？
0	今年年初，伊姆兰·汗对卡塔尔进行的首次访问，在访问期间伊姆兰·汗与卡塔尔埃米尔探讨了什么问题？
1	出口名称为“潘多拉之盒”的导弹，其前身是什么？
0	355号常规动力攻击潜艇属于什么型号的常规潜艇？
0	A V-8B单座发动机亚音速垂直短距起降攻击 机.绰号"鹞"主要用于什么？
0	自由号每年环游世界航行的重要意义？
1	世界上第一款装备部队的小口径狙击步枪的有效精确射程是多少？
1	二战结束之后代表资本主义阵营和苏联针锋相对的国家曾用了什么导弹在伊拉克战争、利比亚战争中大显“神威”？
0	M&P10口径是多少？
0	田纳西级战列舰的动力装置有什么组成？
0	田纳西级战列舰采用什么样式的龙骨设计？
1	1916年，研制了钟表时间引信的国家其哪个型号的高射炮虽然以反坦克而出名，但实际上在防空上也是一把好手？
0	根据公开资料，印度陆军总兵力多少？
1	俄罗斯研制的首款重型步兵战车的最大公路行程为多少千米？
0	伊朗首部Bavar-373系统诞生于哪一年？
0	伊朗首部Bavar-373系统这款系统是基于哪款防空系统研制的？
0	以色列的“铁穹”导弹系统是什么系统？
0	直-18已经发展出陆军型与海军型，其中，海军型又细分为哪两种类型？
0	B-1轰炸机的长度达到多少米？
1	美国海军情报机构认为我国海军手中最先进的一型飞航式岸舰导弹型号的掠海飞行高度范围是多少？
0	056A护卫舰的最大特点是什么？
0	中国哪一款反器材狙击步枪安装激光测距系统和红外成像瞄准镜，会自动分析周边环境、风速、湿度等数据？
0	“圣安东尼奥”有什么特点？
0	“圣安东尼奥”圣安东尼奥首批建造了几艘？
0	据韩联社报道，韩国外交通商部次官助理李容浚13日将访问美国，双方就哪个事件等问题，同美方官员进行了交流？
0	美国研制的一款新型无人作战飞机，绰号为“收割者”的无人机是哪一款？
0	APS冲锋手枪最大射程有多少米？
0	4月13日，在联合国驻黎巴嫩临时部队西区军事障碍挑战赛中，中国派出的3支参赛队获得怎样的成绩？
0	孙岩参赞会见塔吉克经贸部长希克玛杜罗佐达就什么问题交换了意见？
0	和77式几十年来一直作为中国的主力手榴弹它的全弹长是多少？
0	武装分子的三大步兵神器是什么？
0	十一年式曲射步兵炮的射速为多少发/分？
1	搭载了9缸中岛 Ha-1 Otsu单排星型发动机的战斗机重量轻，格斗性能优越并于1936年试飞，被日本陆军选用并称做什么？
0	Zagon-2/2E反潜深水炸弹能从哪些平台来投放？
1	中国第一种自主设计的通用西方口径弹药的突击步枪的空枪重量为多少？
0	2016年3月和5月期间，斯坦尼斯号航母曾协同哪些舰队在中国南海进行所谓“巡航”？
0	20世纪70年代中期为了贯彻称霸中南半岛的地区霸权主义政策，越南进攻了哪几个国家？
1	“2018冰原演习”中，英军海军出动在快速级基础上改进发展的新型攻击型核潜艇攻击什么潜艇？
0	凯山-1A防空导弹发射重量是多少？
1	近日，在低空飞行的时候遭遇鸟撞的美国战机美国大兵们给它起名字的原因是什么？
1	生产GBU-43/57超级钻地炸弹的国家2017年4月13日 向极端组织“伊斯兰国”在阿富汗的目标投下哪种炸弹？
0	“戈尔什科夫元帅”号是俄罗斯哪种型号的护卫舰的首舰？
1	有着第二原子弹之称的武器早在上世纪60年代就由哪两个国家相继发现？
0	为测试激光武器美国海军做了什么？
1	截止今日中国已经为最早被网友称为05式战略步枪的步枪研制出了几种类型的枪榴弹？
0	长征六号使用的是什么发动机？
0	日本的日向级的排水量是多少吨？
0	094型是在哪型核潜艇的基础上研发而来的？
0	094型弹道导弹核潜艇装备有几个导弹发射管？
0	高雄级的主炮最大仰角是多少？
0	UH-60通用直升机的最大起飞重量为多少公斤？
0	缅甸当地时间12日清晨4点到5点左右什么军队与周边的民族地方武装在缅甸北部城市木姐发生冲突？
1	计划在今年8月向巴基斯坦提供18架F-16战斗机的国家在历次战争中使用范围最广、弹药消耗量最大的武器是什么？
0	大邱级护卫舰舰宽是多少米？
0	谁穿越了巴拿马河进入了美国“后院”地区？
1	“凤翔”号航母的建造国在中途岛海战中损失了哪四艘航母？
0	“菊花-S”超音速反坦克/反掩体导弹武器系统的北约代号是什么？
1	成为美国空军值得信赖的低风险、高效能火力支援武器系统的自动炮是哪个型号的舰炮系统的主要组成？
0	90A式火箭炮发射的布雷火箭弹最大射程达到了多少？
1	被联军摧毁的胡塞武装苏制防空系统，其采用了什么发动机呢？
0	查克里·纳吕贝 号（泰国） 排量为多少吨？
0	日本Chu-SAM中程地空导弹的最大飞行速度为多少马赫？
1	唯一的现役航母“库兹涅佐夫”号的国家新一代航空母舰排水量大约为多少吨？
0	美国海军的第一艘全电推动隐身护卫舰叫什么名字？
0	巴基斯坦空军空军参谋长的话说：“巴基斯坦空军将就目前正在接受评估用于装备战机的两款中国造新型AESA雷达中的一个做出选择。”指的是那两款中国制雷达？
1	641型/F级潜艇具有哪些特点？
0	美军把军用通信卫星划分为哪几类？
1	目前世界上能够批量生产的最大和最强的军用运输机最大的飞行速度能够达到每小时多少公里？
0	在未来的现代高科技局部战争中什么问题越来越显得重要？
0	阿富汗安全部队战机对塔哈尔省哪个地区进行了轰炸？
0	米格-29KR/KUBR最大起飞重量是多少？
1	世界上现役的最大的运输机在满载150吨物资的情况下，还能飞行多少公里？
0	战斗机发展最快的年代是什么时候？
0	11日报道称，菲总统发言人萨尔瓦多帕内洛对中国海军舰艇出现在了黄岩岛附近的事是什么态度？
1	生产出世界上唯一一款以潜艇作为母舰的轰炸机的国家的战队为撞击B-29采取了什么措施？
0	C550 Cavour 加富尔号航空母舰的满载排水量是多少？
0	二战中最先进的轰炸机是？
0	世界上公认最符合力学原理的反曲刀，被誉为反曲刀之王，军刀之首是什么？
1	与MG5有明显的血缘关系的机枪以什么设计为主旨？
0	5月18日，塞尔维亚总统武契奇在贝尔格莱德会见了谁？
1	作为中国空军最新一型预警机最大起飞重量可达多少吨？
1	世界上第一种无托突击型小口径步枪的典型特征有哪些？
0	1953年北约选择多大口径的子弹为标准步枪弹？
0	2016年，美国海军仅拥有一种水面发射的反舰导弹是什么？
0	澳大利亚皇家海军拥有的最大舰船是什么？
0	2012年针对中国政府海事机构发起网络攻击的是哪个境外组织?
1	我国在抗战中使用的手榴弹的来源国最广为人知的手榴弹是什么？
0	中国在非洲建厂给非洲带来了怎样的影响？
1	伊拉克战争中，首次使用CBU-107制导子母炸弹的国家从80年代中期开始研制的，1986年开始进入空军服役的子母炸弹是什么型号？
0	翔鹤级航空母舰是在哪款航空母舰的基础上设计的呢？
0	SS190弹的弹长多少？
0	2007年1月，中国使用什么导弹摧毁了一颗报废的气象卫星？
1	自从成立以来中国唯一一支国家级仪仗司礼部队已经完成了多少次表演任务？
0	核动力潜艇被分为哪两大种类？
0	Kh-35为什么不易遭到拦截？
0	8月23日，一架美军什么型号的轰炸机从关岛起飞后，经宫古海峡进入中国东海防空识别区？
0	12式岸舰导弹射程是多少？
0	12式岸舰导弹射程以及超过200千米的情况下打击精度是多少？
0	国产CS/LR4型狙击步枪，使用什么弹药？
1	“1969型神射手武器”率先在批量制造的狙击步枪上采用怎样的枪托？
0	“黑黄蜂”又被称为“高性能纳米无人机(UAV)系统”，其直径是多少？
0	PLZ05式自行火炮在公路上机动的时候，最高的时速能够达到多少？
0	日本军方的第一颗军事通信卫星什么时候发射的？
0	M240B机枪重量为多少？
0	M240B机枪重量M240B的轻量化版本是哪个型号？
0	“出云”级巡洋舰的首舰是哪艘？
0	俄罗斯在刻赤海峡扣留乌克兰海军舰艇事件持续发酵。在俄罗斯逮捕了23名乌克兰海军官兵后乌克兰方面在一份声明中对俄罗斯提出了怎样的要求？
1	美国出动了除世界上第一款五代战斗机之外还有哪几款战斗机再次干涉中东某国内战，摧毁了一定数量的火炮、坦克？
0	B-61-12重力核弹的圆概率误差是多少？
1	最大航母级直升机驱逐舰能够同时起飞多少架直升机？
1	中国海军常规潜艇部队中无可辩驳的绝对精锐，就连美国海军都要对此忌惮三分的潜艇水下排水量是多少？
1	全球首批服役后就具备使用喷气舰载机能力的航母舰长多少？
1	二战时被称为“史上最强的轰炸机”在二战后的改进版本在美国空军服役多久？
0	歼-20隐身战斗机配备了哪些系统？
0	2019年7月3日，美国波音P-8A"波塞冬"号被俄罗斯什么战斗机拦截？
0	FM-2000防空导弹发射车只能够发射什么型号的防空导弹？
0	二战中最大的军用水上飞机Bv222维京(Wiking)翼展有米？
0	日本决定将什么直升机驱逐舰更新为航空母舰？
1	德国战舰俾斯麦号的姊妹舰满载排水量是多少？
0	哪种型号的快艇除了武器是俄罗斯自己的以外，结构和性能参数和瑞典CB90几乎没有差别？
0	上世纪６０年代解放军战士的标准单兵配备要配备多少枚67式木柄手榴弹？
0	M1高炮有效射程是多少？
1	为什么配备一个很长的消音器的美式半自动狙击系统被称为“愚蠢的设计”？
0	泰国海军为053HT型护卫舰加装了两座什么机枪？
0	二战期间的惟一一次潜艇击沉潜艇中，哪一型号潜艇被击中？
0	先锋”导弹的弹头长几米？
0	101舰其满载排水量多少吨？
1	中国的第一艘登陆交付人民海军使用的气垫艇是苏联什么时候研制的？
1	现在我国服役的主要坦克登陆舰最早立项于哪一年？
0	越南驻俄罗斯大使阮青山表示不反对俄罗斯重返哪个军事基地？
1	世界上唯一一种以潜水艇作为母舰的攻击机的原名是什么？
0	俄罗斯最新一代空天防御系统的代号是什么？
